"The Play House","1921","G","06 Oct 1921","Short, Comedy, Fantasy","18 min","2552","7.8","tt0012570"
"Supergirl","1984","PG","21 Nov 1984","Action, Adventure, Fantasy","105 min","13345","4.3","tt0088206"
"Swing Shift","1984","PG","13 Apr 1984","Comedy, Drama","100 min","2933","5.9","tt0088213"
"Tank","1984","PG","16 Mar 1984","Action, Drama, Comedy","113 min","2979","5.6","tt0088224"
"Teachers","1984","R","05 Oct 1984","Comedy, Drama","107 min","2994","5.9","tt0088242"
"The Terminator","1984","R","26 Oct 1984","Action, Sci-Fi","107 min","547982","8.1","tt0088247"
"Michael Jackson: Thriller","1983","PG","02 Dec 1983","Short, Horror, Music","13 min","10671","8.6","tt0088263"
"Tightrope","1984","R","17 Aug 1984","Mystery, Thriller","114 min","10850","6.3","tt0088272"
"Top Secret!","1984","PG","08 Jun 1984","Comedy","90 min","43776","7.2","tt0088286"
"Under the Volcano","1984","R","13 Jun 1984","Drama","112 min","3384","7.1","tt0088322"
"The NeverEnding Story","1984","PG","20 Jul 1984","Adventure, Drama, Family","102 min","92695","7.4","tt0088323"
"Up the Creek","1984","R","06 Apr 1984","Comedy","96 min","2059","5.6","tt0088333"
"Nausicaä of the Valley of the Wind","1984","PG","11 Mar 1984","Animation, Adventure, Fantasy","117 min","83056","8.1","tt0087544"
"The Woman in Red","1984","PG-13","15 Aug 1984","Comedy, Romance","87 min","9412","5.8","tt0088414"
"After Hours","1985","R","11 Oct 1985","Comedy, Crime, Drama","97 min","36519","7.7","tt0088680"
"Agnes of God","1985","PG-13","27 Sep 1985","Drama, Mystery","98 min","5218","6.6","tt0088683"
"American Flyers","1985","PG-13","16 Aug 1985","Drama, Sport","113 min","4434","6.3","tt0088707"
"American Ninja","1985","R","30 Aug 1985","Action, Adventure, Romance","95 min","9707","5.3","tt0088708"
"Back to the Future","1985","PG","03 Jul 1985","Adventure, Comedy, Sci-Fi","116 min","659965","8.5","tt0088763"
"Baby: Secret of the Lost Legend","1985","PG","22 Mar 1985","Family, Adventure, Sci-Fi","95 min","2492","5.0","tt0088760"
"Boggy Creek II: And the Legend Continues","1985","PG","01 Dec 1985","Horror, Drama, Mystery","91 min","2626","2.2","tt0088772"
"Better Off Dead...","1985","PG","11 Oct 1985","Comedy, Romance","97 min","32005","7.3","tt0088794"
"The Black Cauldron","1985","PG","24 Jul 1985","Animation, Adventure, Family","80 min","20631","6.4","tt0088814"
"Brazil","1985","R","18 Dec 1985","Sci-Fi","132 min","144542","8.0","tt0088846"
"The Breakfast Club","1985","R","15 Feb 1985","Comedy, Drama","97 min","236301","7.9","tt0088847"
"Brewster's Millions","1985","PG","22 May 1985","Comedy","102 min","26985","6.4","tt0088850"
"The Bride","1985","PG-13","16 Aug 1985","Fantasy, Horror, Romance","118 min","2206","5.3","tt0088851"
"The Care Bears Movie","1985","G","29 Mar 1985","Animation, Adventure, Comedy","77 min","4001","5.5","tt0088885"
"Cat's Eye","1985","PG-13","12 Apr 1985","Comedy, Horror, Thriller","94 min","15783","6.2","tt0088889"
"A Chorus Line","1985","PG-13","13 Dec 1985","Drama, Music, Musical","113 min","7190","6.0","tt0088915"
"Clue","1985","PG","13 Dec 1985","Comedy, Crime, Mystery","94 min","53931","7.3","tt0088930"
"The Coca-Cola Kid","1985","R","14 Jul 1985","Comedy, Drama","98 min","2314","6.0","tt0088931"
"Cocoon","1985","PG-13","21 Jun 1985","Sci-Fi","117 min","42343","6.6","tt0088933"
"Code of Silence","1985","R","03 May 1985","Action, Crime, Drama","101 min","4508","6.0","tt0088936"
"The Color Purple","1985","PG-13","07 Feb 1986","Drama","154 min","57529","7.8","tt0088939"
"Commando","1985","R","04 Oct 1985","Action, Adventure, Thriller","90 min","103567","6.7","tt0088944"
"Creature","1985","R","08 May 1985","Horror, Sci-Fi","97 min","2241","4.2","tt0088961"
"Crimewave","1985","PG-13","25 Apr 1986","Comedy, Crime","83 min","4016","5.8","tt0088967"
"Creator","1985","R","20 Sep 1985","Comedy, Romance, Sci-Fi","107 min","2481","6.1","tt0088960"
"D.A.R.Y.L.","1985","PG","14 Jun 1985","Family, Sci-Fi","99 min","9034","6.1","tt0088979"
"Death of a Salesman","1985","PG","16 Aug 1985","Drama","136 min","7336","7.3","tt0089006"
"Desert Hearts","1985","R","07 Mar 1986","Drama, Romance","96 min","3039","7.0","tt0089015"
"Desperately Seeking Susan","1985","PG-13","12 Apr 1985","Comedy, Drama","104 min","15578","5.8","tt0089017"
"The Emerald Forest","1985","R","03 Jul 1985","Action, Adventure, Drama","114 min","6986","6.9","tt0089087"
"Enemy Mine","1985","PG-13","20 Dec 1985","Action, Adventure, Drama","108 min","32224","6.9","tt0089092"
"Explorers","1985","PG","12 Jul 1985","Adventure, Comedy, Family","109 min","13654","6.6","tt0089114"
"F/X","1986","R","07 Feb 1986","Action, Thriller","109 min","12698","6.6","tt0089118"
"Fandango","1985","PG","25 Jan 1985","Comedy, Drama","91 min","6005","6.7","tt0089126"
"Fletch","1985","PG","31 May 1985","Comedy, Crime, Mystery","98 min","35645","6.9","tt0089155"
"Friday the 13th: A New Beginning","1985","R","22 Mar 1985","Horror, Mystery, Thriller","92 min","21120","4.7","tt0089173"
"Fright Night","1985","R","02 Aug 1985","Comedy, Horror","106 min","39383","7.1","tt0089175"
"Fuk sing go jiu","1985","PG-13","10 Feb 1985","Action, Comedy","96 min","3104","6.6","tt0089177"
"Ghoulies","1984","PG-13","02 Mar 1985","Comedy, Fantasy, Horror","81 min","5449","3.9","tt0089200"
"Girls Just Want to Have Fun","1985","PG","12 Apr 1985","Comedy, Music, Romance","90 min","7434","6.0","tt0089208"
"The Goonies","1985","PG","07 Jun 1985","Adventure, Comedy, Family","114 min","166046","7.8","tt0089218"
"Gotcha!","1985","PG-13","03 May 1985","Action, Comedy, Mystery","101 min","5085","6.1","tt0089222"
"Gymkata","1985","R","03 May 1985","Action, Drama","90 min","2756","4.1","tt0089243"
"Heaven Help Us","1985","R","08 Feb 1985","Comedy, Drama, Romance","104 min","3108","6.9","tt0089264"
"The Heavenly Kid","1985","PG-13","26 Jul 1985","Comedy, Fantasy, Romance","90 min","2752","6.2","tt0089265"
"The Hills Have Eyes Part II","1984","R","01 Aug 1985","Horror","86 min","3930","3.7","tt0089274"
"The Official Story","1985","R","08 Nov 1985","Drama, History, War","112 min","4955","7.8","tt0089276"
"Hobgoblins","1988","R","14 Jul 1988","Comedy, Horror, Sci-Fi","88 min","8253","2.3","tt0089280"
"Howling II: ... Your Sister Is a Werewolf","1985","R","01 Jan 1986","Horror","91 min","4381","3.3","tt0089308"
"Insignificance","1985","R","02 Aug 1985","Drama, Comedy","110 min","2277","6.7","tt0089343"
"Into the Night","1985","R","22 Feb 1985","Comedy, Drama, Thriller","115 min","7441","6.5","tt0089346"
"Invasion U.S.A.","1985","R","27 Sep 1985","Action, Thriller","107 min","5642","5.3","tt0089348"
"Jagged Edge","1985","R","04 Oct 1985","Crime, Thriller, Mystery","108 min","9727","6.4","tt0089360"
"The Jewel of the Nile","1985","PG","11 Dec 1985","Action, Adventure, Comedy","106 min","37245","6.0","tt0089370"
"Police Story","1985","PG-13","14 Dec 1985","Action, Comedy, Crime","101 min","18099","7.6","tt0089374"
"Mr. Vampire","1985","PG-13","28 Sep 1985","Action, Comedy, Fantasy","96 min","2228","7.6","tt0089371"
"The Journey of Natty Gann","1985","PG","27 Sep 1985","Family, Adventure","101 min","3760","7.0","tt0089385"
"Just One of the Guys","1985","PG-13","26 Apr 1985","Comedy, Romance","90 min","9316","6.4","tt0089393"
"King Solomon's Mines","1985","PG-13","22 Nov 1985","Action, Adventure, Comedy","100 min","9340","5.1","tt0089421"
"Kiss of the Spider Woman","1985","R","26 Jul 1985","Drama","120 min","10173","7.4","tt0089424"
"Ladyhawke","1985","PG-13","12 Apr 1985","Adventure, Drama, Fantasy","121 min","31618","7.0","tt0089457"
"Legend","1985","PG","18 Apr 1986","Adventure, Fantasy, Romance","89 min","42623","6.5","tt0089469"
"The Legend of Billie Jean","1985","R","19 Jul 1985","Action, Drama","96 min","6131","6.5","tt0089470"
"Lifeforce","1985","R","21 Jun 1985","Action, Horror, Sci-Fi","116 min","14414","6.1","tt0089489"
"Lost in America","1985","R","22 Aug 1985","Comedy","91 min","4903","7.1","tt0089504"
"The Last Dragon","1985","PG-13","22 Mar 1985","Action, Comedy, Drama","109 min","8796","6.8","tt0089461"
"Lust in the Dust","1985","R","01 Mar 1985","Comedy, Western","84 min","2299","6.3","tt0089523"
"Mad Max Beyond Thunderdome","1985","PG-13","10 Jul 1985","Action, Adventure, Sci-Fi","107 min","94349","6.2","tt0089530"
"The Man with One Red Shoe","1985","PG","19 Jul 1985","Comedy, Thriller","92 min","11005","5.6","tt0089543"
"Mask","1985","R","22 Mar 1985","Biography, Drama","120 min","19675","7.2","tt0089560"
"The Mean Season","1985","R","15 Feb 1985","Crime, Thriller","103 min","2687","6.1","tt0089572"
"Trinity: Good Guys and Bad Guys","1985","PG","01 Nov 1985","Action, Comedy, Crime","96 min","3808","6.1","tt0089591"
"Mischief","1985","R","08 Feb 1985","Comedy, Romance","93 min","3671","6.5","tt0089601"
"Mishima: A Life in Four Chapters","1985","R","20 Sep 1985","Biography, Drama","121 min","4899","7.9","tt0089603"
"Missing in Action 2: The Beginning","1985","R","01 Mar 1985","Action, Drama, Thriller","100 min","5271","5.1","tt0089604"
"Moving Violations","1985","PG-13","19 Apr 1985","Comedy","90 min","2796","5.6","tt0089629"
"Murphy's Romance","1985","PG-13","31 Jan 1986","Comedy, Drama, Romance","107 min","3971","6.9","tt0089643"
"My Science Project","1985","PG","09 Aug 1985","Action, Adventure, Comedy","94 min","3708","5.9","tt0089652"
"European Vacation","1985","PG-13","26 Jul 1985","Comedy","95 min","39446","6.1","tt0089670"
"A Nightmare on Elm Street 2: Freddy's Revenge","1985","R","01 Nov 1985","Horror","87 min","40425","5.3","tt0089686"
"No Retreat, No Surrender","1986","PG","02 May 1986","Action, Crime, Drama","85 min","10889","5.6","tt0089695"
"Once Bitten","1985","PG-13","15 Nov 1985","Comedy, Horror","94 min","9467","5.4","tt0089730"
"When Father Was Away on Business","1985","R","11 Oct 1985","Drama","136 min","6252","7.9","tt0089748"
"Out of Africa","1985","PG","20 Dec 1985","Biography, Drama, Romance","161 min","48310","7.2","tt0089755"
"Pale Rider","1985","R","28 Jun 1985","Romance, Western","115 min","36906","7.3","tt0089767"
"Pee-wee's Big Adventure","1985","PG","09 Aug 1985","Adventure, Comedy, Family","91 min","39287","7.0","tt0089791"
"Perfect","1985","R","07 Jun 1985","Drama, Romance","115 min","3221","4.2","tt0089798"
"Plenty","1985","R","20 Sep 1985","Drama","121 min","2005","6.1","tt0089816"
"Police Academy 2: Their First Assignment","1985","PG-13","29 Mar 1985","Comedy, Crime","87 min","35789","5.6","tt0089822"
"Porky's Revenge","1985","R","22 Mar 1985","Comedy","92 min","5770","4.6","tt0089826"
"Private Resort","1985","R","03 May 1985","Comedy","82 min","5512","5.2","tt0089839"
"Prizzi's Honor","1985","R","14 Jun 1985","Comedy, Crime, Drama","130 min","17686","6.8","tt0089841"
"The Protector","1985","R","23 Aug 1985","Action, Crime, Drama","91 min","2632","5.6","tt0089847"
"The Purple Rose of Cairo","1985","PG","09 May 1985","Comedy, Fantasy, Romance","82 min","33869","7.8","tt0089853"
"The Quiet Earth","1985","R","18 Oct 1985","Drama, Mystery, Sci-Fi","91 min","19389","6.9","tt0089869"
"Rambo: First Blood Part II","1985","R","22 May 1985","Action, Adventure, Thriller","96 min","109142","6.4","tt0089880"
"Ran","1985","R","01 Jun 1985","Action, Drama, War","162 min","71692","8.3","tt0089881"
"Real Genius","1985","PG","07 Aug 1985","Comedy, Romance, Sci-Fi","108 min","22560","7.0","tt0089886"
"Red Sonja","1985","PG-13","03 Jul 1985","Action, Adventure, Fantasy","89 min","28435","4.9","tt0089893"
"Remo Williams: The Adventure Begins","1985","PG-13","11 Oct 1985","Action, Adventure, Comedy","121 min","8362","6.4","tt0089901"
"Return to Oz","1985","PG","21 Jun 1985","Adventure, Family, Fantasy","113 min","18711","6.7","tt0089908"
"The Return of the Living Dead","1985","R","16 Aug 1985","Comedy, Horror","91 min","37399","7.3","tt0089907"
"Revolution","1985","PG-13","25 Dec 1985","Adventure, Drama, History","126 min","4857","5.2","tt0089913"
"Rocky IV","1985","PG","27 Nov 1985","Drama, Sport","91 min","117918","6.7","tt0089927"
"Runaway Train","1985","R","06 Dec 1985","Action, Adventure, Drama","111 min","19900","7.3","tt0089941"
"Santa Claus","1985","PG","27 Nov 1985","Adventure, Family, Fantasy","107 min","7825","5.9","tt0089961"
"Secret Admirer","1985","R","14 Jun 1985","Comedy, Romance","90 min","4359","6.5","tt0089981"
"Sesame Street Presents: Follow that Bird","1985","G","02 Aug 1985","Adventure, Comedy, Family","88 min","3328","6.6","tt0089994"
"Silver Bullet","1985","R","11 Oct 1985","Drama, Horror","95 min","15356","6.3","tt0090021"
"Silverado","1985","PG-13","10 Jul 1985","Action, Crime, Drama","133 min","26756","7.2","tt0090022"
"Spies Like Us","1985","PG","06 Dec 1985","Adventure, Comedy","102 min","32486","6.3","tt0090056"
"St. Elmo's Fire","1985","R","28 Jun 1985","Drama, Romance","110 min","26256","6.3","tt0090060"
"The Stuff","1985","R","14 Jun 1985","Comedy, Horror, Sci-Fi","87 min","7859","5.9","tt0090094"
"Subway","1985","R","06 Nov 1985","Comedy, Drama, Thriller","104 min","10396","6.5","tt0090095"
"Summer Rental","1985","PG-13","09 Aug 1985","Comedy, Romance","87 min","9577","6.2","tt0090098"
"The Sure Thing","1985","PG-13","01 Mar 1985","Comedy, Drama, Romance","100 min","14605","7.0","tt0090103"
"Sweet Dreams","1985","PG-13","02 Oct 1985","Biography, Drama, Music","115 min","2962","7.1","tt0090110"
"Target","1985","R","08 Nov 1985","Action, Adventure, Crime","117 min","2805","5.9","tt0090130"
"Teen Wolf","1985","PG","23 Aug 1985","Comedy, Fantasy","91 min","32470","6.0","tt0090142"
"To Live and Die in L.A.","1985","R","01 Nov 1985","Action, Crime, Drama","116 min","19659","7.2","tt0090180"
"Trancers","1984","PG-13","22 May 1985","Action, Sci-Fi","76 min","3526","6.2","tt0090192"
"Transylvania 6-5000","1985","PG","08 Nov 1985","Comedy, Horror","93 min","4855","4.8","tt0090196"
"The Trip to Bountiful","1985","PG","24 Jan 1986","Drama","108 min","2867","7.6","tt0090203"
"3 hommes et un couffin","1985","PG-13","25 Apr 1986","Comedy","106 min","2485","6.6","tt0090206"
"Tuff Turf","1985","R","11 Jan 1985","Action, Drama","112 min","2614","6.2","tt0090213"
"Turk 182!","1985","PG-13","15 Feb 1985","Action, Comedy, Drama","102 min","3011","5.9","tt0090217"
"A View to a Kill","1985","PG","24 May 1985","Action, Adventure, Thriller","131 min","63629","6.3","tt0090264"
"Vision Quest","1985","R","15 Feb 1985","Drama, Romance, Sport","107 min","5992","6.5","tt0090270"
"Volunteers","1985","R","16 Aug 1985","Comedy","107 min","6275","5.4","tt0090274"
"Weird Science","1985","PG-13","02 Aug 1985","Comedy, Fantasy, Romance","94 min","55815","6.6","tt0090305"
"White Nights","1985","PG-13","06 Dec 1985","Drama","136 min","4967","6.5","tt0090319"
"Witchboard","1986","R","13 Mar 1987","Horror, Mystery, Thriller","98 min","3915","5.7","tt0090327"
"Witness","1985","R","08 Feb 1985","Crime, Drama, Romance","112 min","62743","7.5","tt0090329"
"Year of the Dragon","1985","R","16 Aug 1985","Action, Crime, Drama","134 min","9874","6.9","tt0090350"
"Young Sherlock Holmes","1985","PG-13","04 Dec 1985","Adventure, Fantasy, Mystery","109 min","13978","6.8","tt0090357"
"Crocodile Dundee","1986","PG-13","26 Sep 1986","Adventure, Comedy","97 min","71351","6.5","tt0090555"
"'Round Midnight","1986","R","03 Oct 1986","Drama, Music","133 min","3618","7.4","tt0090557"
"8 Million Ways to Die","1986","R","25 Apr 1986","Action, Adventure, Crime","115 min","3190","5.6","tt0090568"
"52 Pick-Up","1986","R","07 Nov 1986","Crime, Thriller","110 min","3131","6.4","tt0090567"
"84 Charing Cross Road","1987","PG","13 Feb 1987","Biography, Drama, Romance","100 min","5577","7.5","tt0090570"
"The Assault","1986","PG","06 Feb 1986","Drama, History, Romance","144 min","2458","7.3","tt0090576"
"About Last Night...","1986","R","02 Jul 1986","Comedy, Drama, Romance","113 min","11022","6.1","tt0090583"
"Absolute Beginners","1986","PG-13","18 Apr 1986","Drama, Fantasy, Musical","108 min","2237","5.5","tt0090585"
"Aliens","1986","R","18 Jul 1986","Action, Horror, Sci-Fi","137 min","450030","8.4","tt0090605"
"An American Tail","1986","G","21 Nov 1986","Animation, Comedy, Drama","80 min","35436","6.9","tt0090633"
"Anguish","1987","R","08 Jan 1988","Horror","89 min","2220","6.8","tt0090644"
"April Fool's Day","1986","R","28 Mar 1986","Horror, Mystery, Thriller","89 min","10036","6.2","tt0090655"
"Armed and Dangerous","1986","PG-13","15 Aug 1986","Action, Comedy, Crime","88 min","8036","5.5","tt0090660"
"At Close Range","1986","R","18 Apr 1986","Crime, Drama","111 min","10217","7.0","tt0090670"
"Babes in Toyland","1986","G","19 Dec 1986","Adventure, Family, Fantasy","140 min","2019","5.3","tt0090683"
"Back to School","1986","PG-13","13 Jun 1986","Comedy, Romance, Sport","96 min","20518","6.5","tt0090685"
"Band of the Hand","1986","R","11 Apr 1986","Action, Crime, Drama","109 min","2001","6.2","tt0090693"
"The Best of Times","1986","PG-13","31 Jan 1986","Comedy, Drama, Sport","104 min","4994","5.9","tt0090713"
"Big Trouble in Little China","1986","PG-13","02 Jul 1986","Action, Adventure, Comedy","99 min","85488","7.3","tt0090728"
"Black Moon Rising","1986","R","10 Jan 1986","Action, Sci-Fi, Thriller","100 min","3534","5.4","tt0090735"
"Black Widow","1987","R","06 Feb 1987","Crime, Thriller","102 min","6087","6.3","tt0090738"
"Blue Velvet","1986","R","30 Oct 1986","Crime, Drama, Mystery","120 min","122811","7.8","tt0090756"
"The Boy Who Could Fly","1986","PG","15 Aug 1986","Drama, Fantasy","114 min","4188","6.4","tt0090768"
"Brighton Beach Memoirs","1986","PG-13","25 Dec 1986","Comedy","108 min","2521","6.8","tt0090774"
"Children of a Lesser God","1986","R","31 Oct 1986","Drama, Romance","119 min","11151","7.2","tt0090830"
"Chopping Mall","1986","R","21 Mar 1986","Comedy, Horror, Sci-Fi","77 min","5280","5.5","tt0090837"
"The Clan of the Cave Bear","1986","R","17 Jan 1986","Adventure, Drama, Fantasy","98 min","4827","5.3","tt0090848"
"Class of Nuke 'Em High","1986","R","12 Dec 1986","Comedy, Horror, Sci-Fi","85 min","5672","5.6","tt0090849"
"Clockwise","1986","PG","10 Oct 1986","Comedy","96 min","8800","6.6","tt0090852"
"Club Paradise","1986","PG-13","11 Jul 1986","Comedy","96 min","4548","4.8","tt0090856"
"Cobra","1986","R","23 May 1986","Action, Crime, Thriller","87 min","45994","5.6","tt0090859"
"The Color of Money","1986","R","17 Oct 1986","Drama, Sport","119 min","54975","7.0","tt0090863"
"Crawlspace","1986","R","21 May 1986","Horror, Thriller","80 min","2110","5.2","tt0090881"
"Crimes of the Heart","1986","PG-13","23 Jan 1987","Comedy, Drama","105 min","2730","6.4","tt0090886"
"Crossroads","1986","R","14 Mar 1986","Drama, Music, Mystery","99 min","9972","7.1","tt0090888"
"Critters","1986","PG-13","11 Apr 1986","Action, Comedy, Horror","82 min","22443","6.0","tt0090887"
"Deadly Friend","1986","R","10 Oct 1986","Drama, Horror, Sci-Fi","91 min","4644","5.4","tt0090917"
"The Delta Force","1986","R","14 Feb 1986","Action, Adventure, Drama","125 min","13859","5.5","tt0090927"
"Down and Out in Beverly Hills","1986","R","31 Jan 1986","Comedy","103 min","12313","6.1","tt0090966"
"Down by Law","1986","R","30 Oct 1986","Comedy, Crime, Drama","107 min","34188","7.9","tt0090967"
"The Decline of the American Empire","1986","R","01 Nov 1986","Comedy, Drama","101 min","5976","7.3","tt0090985"
"Extremities","1986","R","22 Aug 1986","Drama, Thriller","89 min","2291","6.3","tt0091024"
"Ferris Bueller's Day Off","1986","PG-13","11 Jun 1986","Comedy","103 min","226171","7.9","tt0091042"
"Firewalker","1986","PG","21 Nov 1986","Action, Adventure, Comedy","104 min","4080","4.9","tt0091055"
"Flight of the Navigator","1986","PG","30 Jul 1986","Adventure, Family, Sci-Fi","90 min","32381","6.9","tt0091059"
"The Fly","1986","R","15 Aug 1986","Drama, Horror, Romance","96 min","110298","7.5","tt0091064"
"Jason Lives: Friday the 13th Part VI","1986","R","01 Aug 1986","Horror, Thriller","86 min","23627","5.9","tt0091080"
"From Beyond","1986","R","24 Oct 1986","Comedy, Horror, Sci-Fi","86 min","13796","6.8","tt0091083"
"Ginger and Fred","1986","PG-13","28 Mar 1986","Comedy, Drama","125 min","3423","7.3","tt0091113"
"The Golden Child","1986","PG-13","12 Dec 1986","Action, Adventure, Comedy","94 min","37286","5.9","tt0091129"
"Gothic","1986","R","10 Apr 1987","Horror","87 min","5270","5.7","tt0091142"
"The Great Mouse Detective","1986","G","02 Jul 1986","Animation, Adventure, Family","74 min","30678","7.2","tt0091149"
"Gung Ho","1986","PG-13","14 Mar 1986","Comedy, Drama","111 min","8918","6.1","tt0091159"
"Hannah and Her Sisters","1986","PG-13","14 Mar 1986","Comedy, Drama","103 min","49306","8.0","tt0091167"
"Haunted Honeymoon","1986","PG","25 Jul 1986","Horror, Comedy, Musical","82 min","4463","5.4","tt0091178"
"Heartbreak Ridge","1986","R","05 Dec 1986","Action, Comedy, Drama","130 min","28240","6.8","tt0091187"
"Heartburn","1986","R","25 Jul 1986","Comedy, Drama","108 min","6442","6.0","tt0091188"
"Highlander","1986","R","07 Mar 1986","Action, Adventure, Fantasy","116 min","92969","7.2","tt0091203"
"The Hitcher","1986","R","21 Feb 1986","Thriller","97 min","32512","7.3","tt0091209"
"Man Facing Southeast","1986","R","13 Mar 1987","Drama, Sci-Fi","105 min","2552","7.8","tt0091214"
"Hoosiers","1986","PG","27 Feb 1987","Drama, Sport","114 min","32624","7.6","tt0091217"
"House","1986","R","28 Feb 1986","Comedy, Fantasy, Horror","93 min","16368","6.2","tt0091223"
"Howard the Duck","1986","PG","01 Aug 1986","Action, Adventure, Comedy","110 min","31879","4.5","tt0091225"
"Invaders from Mars","1986","PG","06 Jun 1986","Horror, Sci-Fi","100 min","4870","5.5","tt0091276"
"Iron Eagle","1986","PG-13","17 Jan 1986","Action, Thriller, War","117 min","10161","5.2","tt0091278"
"Jean de Florette","1986","PG","01 Aug 1987","Drama","120 min","18779","8.1","tt0091288"
"Jumpin' Jack Flash","1986","R","10 Oct 1986","Comedy, Romance, Thriller","105 min","14334","5.7","tt0091306"
"The Karate Kid, Part II","1986","PG","20 Jun 1986","Action, Family, Romance","113 min","47338","5.9","tt0091326"
"King Kong Lives","1986","PG-13","19 Dec 1986","Action, Adventure, Horror","105 min","3695","3.7","tt0091344"
"Labyrinth","1986","PG","27 Jun 1986","Adventure, Family, Fantasy","101 min","85940","7.4","tt0091369"
"Lady Jane","1986","PG-13","07 Feb 1986","Biography, Drama, History","142 min","4956","7.2","tt0091374"
"Legal Eagles","1986","PG","20 Jun 1986","Comedy, Crime, Romance","116 min","7576","5.9","tt0091396"
"Little Shop of Horrors","1986","PG-13","19 Dec 1986","Comedy, Horror, Musical","94 min","46287","6.9","tt0091419"
"Heart of a Dragon","1985","R","16 Oct 1985","Action, Comedy, Crime","91 min","2677","6.5","tt0091427"
"Armour of God","1986","R","21 Jan 1987","Action, Adventure, Comedy","88 min","11717","7.1","tt0091431"
"Lucas","1986","PG-13","28 Mar 1986","Comedy, Drama, Romance","100 min","10889","6.8","tt0091445"
"Luxo Jr.","1986","G","17 Aug 1986","Animation, Short, Family","2 min","8038","7.4","tt0091455"
"The Manhattan Project","1986","PG-13","13 Jun 1986","Sci-Fi, Thriller","117 min","4010","6.1","tt0091472"
"Manhunter","1986","R","15 Aug 1986","Crime, Mystery, Thriller","119 min","47289","7.2","tt0091474"
"Manon of the Spring","1986","PG","01 Dec 1987","Drama","113 min","15867","8.0","tt0091480"
"Maximum Overdrive","1986","R","25 Jul 1986","Action, Comedy, Horror","97 min","22027","5.4","tt0091499"
"The Mission","1986","PG","31 Oct 1986","Adventure, Drama, History","125 min","41597","7.5","tt0091530"
"Mona Lisa","1986","R","13 Jun 1986","Crime, Drama, Romance","104 min","9663","7.4","tt0091538"
"The Money Pit","1986","PG","26 Mar 1986","Comedy","91 min","35202","6.2","tt0091541"
"The Morning After","1986","R","25 Dec 1986","Crime, Mystery, Romance","103 min","4425","6.0","tt0091554"
"The Mosquito Coast","1986","PG","26 Nov 1986","Adventure, Drama, Thriller","117 min","20852","6.6","tt0091557"
"Murphy's Law","1986","R","18 Apr 1986","Action, Crime, Drama","100 min","3001","5.9","tt0091575"
"My Beautiful Laundrette","1985","R","07 Apr 1986","Comedy, Drama, Romance","97 min","10045","6.9","tt0091578"
"The Name of the Rose","1986","R","24 Sep 1986","Crime, Mystery, Thriller","130 min","77246","7.8","tt0091605"
"Night of the Creeps","1986","R","22 Aug 1986","Comedy, Horror, Sci-Fi","88 min","13520","6.8","tt0091630"
"Nine 1/2 Weeks","1986","R","21 Feb 1986","Drama, Romance","117 min","27889","5.9","tt0091635"
"No Mercy","1986","R","19 Dec 1986","Action, Crime, Romance","106 min","4829","5.6","tt0091637"
"Nomads","1986","R","07 Mar 1986","Horror, Mystery, Thriller","91 min","2611","5.5","tt0091647"
"Nothing in Common","1986","PG","30 Jul 1986","Comedy, Drama, Romance","118 min","4775","5.9","tt0091653"
"The Sacrifice","1986","PG","01 Nov 1986","Drama","142 min","13075","8.1","tt0091670"
"One Crazy Summer","1986","PG","08 Aug 1986","Comedy, Romance","93 min","10398","6.4","tt0091680"
"Peggy Sue Got Married","1986","PG-13","10 Oct 1986","Comedy, Drama, Fantasy","103 min","25948","6.3","tt0091738"
"Pirates","1986","PG-13","18 Jul 1986","Adventure, Comedy, Family","121 min","5812","6.1","tt0091757"
"Platoon","1986","R","06 Feb 1987","Drama, War","120 min","270412","8.1","tt0091763"
"Poltergeist II: The Other Side","1986","PG-13","23 May 1986","Horror","91 min","18264","5.6","tt0091778"
"Police Academy 3: Back in Training","1986","PG","21 Mar 1986","Comedy, Crime","83 min","30169","5.1","tt0091777"
"Power","1986","R","31 Jan 1986","Drama","111 min","2058","5.7","tt0091786"
"Pretty in Pink","1986","PG-13","28 Feb 1986","Comedy, Drama, Romance","96 min","50253","6.7","tt0091790"
"Psycho III","1986","R","02 Jul 1986","Horror, Mystery, Thriller","93 min","8648","5.2","tt0091799"
"Quicksilver","1986","PG","14 Feb 1986","Crime, Drama, Thriller","105 min","3282","5.5","tt0091814"
"Rad","1986","PG","21 Aug 1986","Drama, Sport","91 min","3524","7.2","tt0091817"
"Rawhead Rex","1986","R","17 Apr 1987","Fantasy, Horror, Mystery","89 min","2769","4.9","tt0091829"
"Raw Deal","1986","R","06 Jun 1986","Action, Crime, Thriller","106 min","21541","5.4","tt0091828"
"Summer","1986","R","29 Aug 1986","Drama, Romance","98 min","3802","7.8","tt0091830"
"Rita, Sue and Bob Too!","1987","R","29 May 1987","Comedy, Drama","93 min","2313","6.4","tt0091859"
"River's Edge","1986","R","08 May 1987","Crime, Drama","99 min","11169","7.1","tt0091860"
"Running Scared","1986","R","27 Jun 1986","Action, Comedy, Crime","107 min","8260","6.5","tt0091875"
"Ruthless People","1986","R","27 Jun 1986","Comedy, Crime","93 min","20703","6.8","tt0091877"
"Salvador","1986","R","23 Apr 1986","Drama, History, Thriller","122 min","14453","7.5","tt0091886"
"Shanghai Surprise","1986","PG-13","29 Aug 1986","Adventure, Crime, Drama","97 min","3932","3.0","tt0091934"
